SECOND_FLD,grid_code
12322_27025,16.57938
12322_27026,163.45809000000003
12322_27027,52.07021
12322_27045,38.27071000000001
12322_27046,81.55910000000002
12322_27047,1100.1394
12322_27048,863.6094
12323_26966,126.21557999999999
12323_26970,42.253659999999996
12323_26971,375.3153500000001
12323_26972,85.87552000000001
12323_26973,210.92154999999997
12323_26974,108.1783
12323_26983,9.65889
12323_26984,47.940549999999995
12323_26991,15.467669999999998
12323_26994,119.15367
12323_26995,260.33675
12323_26996,321.40926999999994
12323_27002,29.5806
12323_27005,6.50798
12323_27025,28.45505
12323_27026,46.442879999999995
12323_27027,5.78948
12323_27029,127.23049
12323_27044,17.4889
12323_27045,71.53014
12323_27046,653.7209400000002
12323_27047,1034.66
12323_27048,848.10551
12323_27049,7.2431399999999995
12323_27051,18.63495
12324_26966,96.42942000000001
12324_26969,7.7821
12324_26971,145.28043
12324_27002,53.5621
12324_27005,15.826360000000001
12324_27014,24.01038
12324_27016,4.346430000000001
12324_27025,75.87432000000001
12324_27026,235.48381
12324_27044,57.483819999999994
12324_27045,163.35143000000002
12324_27046,46.78745
12324_27047,63.44313
12324_27050,147.50242
12324_27051,42.5894
12325_26968,140.92731
12325_26969,53.29529
12325_27002,12.368
12325_27003,12.279000000000002
12325_27004,30.10173
12325_27025,23.86164
12325_27030,33.55647
12325_27031,17.99755
12325_27045,26.008509999999998
12325_27046,311.62441000000007
12325_27047,180.84948
12325_27052,4.7781199999999995
12325_27073,63.38714
12325_27074,33.95945
12326_26964,109.01761000000003
12326_27003,8.90982
12326_27004,49.48213
12326_27005,6.88618
12326_27024,18.87636
12326_27025,85.27319
12326_27031,22.38782
12326_27040,15.413089999999999
12326_27043,23.70789
12326_27047,181.72705999999997
12326_27048,579.2605000000002
12326_27049,975.34694
12326_27051,6.43027
12326_27053,55.536809999999996
12326_27054,80.55006
12326_27055,213.27905000000004
12326_27057,11.7465
12326_27058,46.22
12326_27065,10.5672
12326_27068,12.127849999999999
12326_27073,190.89195000000004
12326_27074,6.8911
12327_26958,10.0249
12327_26959,8.73198
12327_26990,32.37666
12327_27001,41.61501
12327_27002,69.17703
12327_27003,18.61417
12327_27004,8.63533
12327_27005,21.231180000000002
12327_27023,29.1393
12327_27024,68.65347000000001
12327_27040,52.51140999999999
12327_27041,204.51940000000002
12327_27042,19.78686
12327_27043,307.33808000000005
12327_27044,216.30652000000003
12327_27045,132.37476
12327_27046,28.485649999999996
12327_27047,55.777820000000006
12327_27048,82.14449
12327_27049,154.7079
12327_27051,61.974700000000006
12327_27052,164.41313999999997
12327_27055,152.5411
12327_27056,159.1191
12327_27057,821.9469999999999
12327_27058,461.76399999999995
12327_27063,5.33927
12327_27064,55.556659999999994
12327_27067,50.143319999999996
12327_27068,253.60595000000004
12327_27069,52.04492
12327_27070,21.553069999999998
12327_27071,487.1642700000001
12327_27072,193.92485
12327_27073,170.56256
12327_27074,328.31761
12327_27076,6.20696
12327_27077,164.10362
12327_27078,29.913780000000003
12328_26999,5.97858
12328_27000,19.481900000000003
12328_27001,242.74251999999996
12328_27005,7.00915
12328_27010,30.060139999999997
12328_27011,12.139890000000001
12328_27019,6.399859999999999
12328_27020,93.88414
12328_27021,9.67562
12328_27022,8.528360000000001
12328_27023,136.93747
12328_27038,46.58785999999999
12328_27040,4.35532
12328_27041,263.8670699999999
12328_27042,29.070259999999998
12328_27043,41.13976
12328_27048,92.21943
12328_27050,92.43495999999999
12328_27052,45.96235
12328_27056,282.66670000000005
12328_27057,1987.1748000000007
12328_27060,118.05834
12328_27062,102.59445
12328_27063,367.07059000000004
12328_27065,21.28227
12328_27066,71.89404
12328_27068,4.73703
12328_27071,142.04925
12328_27076,18.10236
12329_26987,35.465689999999995
12329_26997,3.99902
12329_26998,9.044740000000001
12329_26999,24.61257
12329_27001,139.46410000000003
12329_27010,109.80955999999999
12329_27011,47.94922
12329_27012,168.02619999999996
12329_27013,22.6881
12329_27019,68.51449
12329_27020,373.67116
12329_27021,56.209450000000004
12329_27022,197.48719999999994
12329_27035,3.1603
12329_27038,164.79135000000002
12329_27040,4.18151
12329_27041,85.8371
12329_27043,115.17135999999998
12329_27055,33.20266
12329_27056,746.4251
12329_27059,6.972910000000001
12329_27060,162.28759999999997
12329_27061,31.561250000000005
12329_27062,227.04492
12329_27063,183.63732000000005
12329_27065,15.09535
12329_27066,59.68289
12329_27067,85.87751999999998
12329_27068,4.32784
12330_26987,82.92894999999999
12330_26997,84.10192
12330_26998,27.35213
12330_26999,12.943909999999999
12330_27000,242.0331
12330_27001,653.2794
12330_27012,72.23628
12330_27013,184.4281
12330_27019,12.06879
12330_27020,360.50088
12330_27021,614.8844999999999
12330_27022,591.628
12330_27023,10.1728
12330_27032,34.0763
12330_27033,11.32493
12330_27035,3.18709
12330_27036,87.45881999999999
12330_27037,29.88933
12330_27038,110.23662999999999
12330_27041,10.010380000000001
12330_27042,14.502839999999999
12330_27043,94.04892000000002
12330_27048,18.57457
12330_27049,263.82473
12330_27050,349.3909
12330_27055,41.72261
12330_27056,828.8868
12330_27058,83.8455
12330_27062,98.64787999999999
12330_27063,18.45681
12330_27066,15.23898
12331_26957,8.366589999999999
12331_27009,8.27882
12331_27011,9.28432
12331_27012,65.55552
12331_27013,76.38809
12331_27014,94.66034
12331_27015,95.70022999999998
12331_27019,52.9144
12331_27020,95.59693999999999
12331_27021,302.14106
12331_27022,104.45807
12331_27023,11.75989
12331_27024,32.48034
12331_27025,36.22531
12331_27032,11.671959999999999
12331_27036,33.128870000000006
12331_27037,25.64
12331_27042,51.94872999999999
12331_27043,52.1502
12331_27046,18.75322
12331_27049,341.8564799999999
12331_27055,20.4444
12331_27056,160.33140999999998
12331_27057,91.01776000000001
12331_27060,11.35834
12331_27061,25.024969999999996
12331_27062,54.85962
12332_27013,28.48036
12332_27014,112.66915
12332_27015,37.88663
12332_27016,53.743120000000005
12332_27019,21.68417
12332_27020,60.458
12332_27021,11.130999999999998
12332_27022,185.76103
12332_27023,5.66247
12332_27024,25.477610000000002
12332_27035,33.65294
12332_27036,26.654760000000003
12332_27040,38.75753
12332_27041,164.7629
12332_27042,25.575599999999998
12332_27043,77.99582999999998
12332_27044,115.79894
12332_27045,271.45614
12332_27046,667.4533300000002
12332_27048,240.16853
12332_27053,124.22573
12332_27054,231.4143
12332_27060,44.541239999999995
12332_27061,45.18485999999999
12332_27062,9.87185
12333_26951,36.09826999999999
12333_26966,24.79687
12333_26986,9.55702
12333_26999,21.59958
12333_27002,152.98851
12333_27003,76.79254
12333_27014,153.63352
12333_27015,19.63015
12333_27018,152.35772999999998
12333_27019,123.71920999999999
12333_27020,688.94584
12333_27021,375.8482399999999
12333_27022,37.96313
12333_27033,19.58523
12333_27035,64.95496999999999
12333_27036,58.20777999999999
12333_27038,96.18015999999999
12333_27039,29.18953
12333_27040,121.61726000000003
12333_27041,110.48012
12333_27042,1885.804399999999
12333_27043,2011.1791000000005
12333_27044,1375.7406999999998
12333_27045,586.9217900000001
12333_27046,302.0791300000001
12333_27047,214.15453999999997
12333_27049,70.42069000000001
12333_27053,203.28356999999997
12334_26949,20.12686
12334_26950,19.673119999999997
12334_26951,189.30383999999998
12334_26952,190.38401000000002
12334_26953,46.668870000000005
12334_26965,117.55289
12334_26981,15.10891
12334_26982,13.106770000000001
12334_26996,5.72591
12334_27003,9.3814
12334_27013,82.67501
12334_27015,39.88252
12334_27021,328.47851
12334_27022,124.4315
12334_27025,20.196649999999998
12334_27030,3.45876
12334_27031,10.88063
12334_27032,7.179410000000001
12334_27035,34.892469999999996
12334_27036,47.40768
12334_27038,192.4765
12334_27039,14.07586
12334_27040,409.81879000000004
12334_27041,597.14991
12334_27042,104.2166
12334_27043,215.49211999999997
12334_27044,74.2761
12334_27045,833.7236899999995
12334_27046,402.54978
12334_27047,294.71049
12334_27048,447.11055000000005
12334_27049,351.6955799999999
12334_27062,3.7716199999999995
12335_26947,50.48436
12335_26948,58.22299
12335_26949,354.33191999999997
12335_26950,4.96086
12335_26952,45.33912
12335_26953,215.98880000000003
12335_26956,66.76143
12335_26963,105.18065999999999
12335_26964,18.56472
12335_26985,54.888639999999995
12335_26986,64.01969
12335_26993,4.44336
12335_26996,17.84611
12335_26997,80.89299
12335_27018,49.02807
12335_27022,109.32511000000001
12335_27024,108.63017
12335_27025,309.42705000000007
12335_27026,108.10805000000002
12335_27030,8.41714
12335_27031,42.691179999999996
12335_27032,29.52641
12335_27033,285.64099
12335_27034,582.0200000000001
12335_27036,88.8399
12335_27037,186.67610000000002
12335_27038,302.65912
12335_27039,107.71134999999998
12335_27040,387.96747999999997
12335_27041,167.84449999999998
12335_27042,38.688230000000004
12335_27043,104.34378999999998
12335_27044,7.433510000000001
12335_27045,228.56643999999997
12335_27046,29.839199999999998
12335_27047,217.08881000000002
12335_27048,193.29912
12335_27049,134.99771
12335_27051,19.99546
12335_27052,21.78392
12335_27053,16.974690000000002
12336_26947,16.115660000000002
12336_26949,36.82665
12336_26950,11.60576
12336_26951,43.22934
12336_26952,209.53144000000003
12336_26953,476.28584999999987
12336_26954,281.5571199999999
12336_26955,296.54698999999994
12336_26956,11.9955
12336_26957,105.64280000000001
12336_26958,277.11979
12336_26959,14.524090000000001
12336_26963,66.44532000000001
12336_26964,80.05683
12336_26967,5.8903099999999995
12336_26975,28.56212
12336_26979,3.27465
12336_26980,38.488989999999994
12336_26983,5.33938
12336_26984,10.42825
12336_26997,8.954260000000001
12336_26998,77.04248
12336_27003,66.28955
12336_27018,32.74622
12336_27022,50.19534
12336_27023,13.96073
12336_27024,6.11634
12336_27025,213.0111
12336_27026,204.43053000000003
12336_27027,32.020570000000006
12336_27029,41.03152
12336_27030,173.98570999999998
12336_27031,153.30784
12336_27032,32.483
12336_27033,334.04155999999995
12336_27034,240.36918999999997
12336_27036,34.14928
12336_27037,68.33928999999999
12336_27038,88.27874000000001
12336_27039,165.3279
12336_27040,32.96797
12336_27041,15.45683
12336_27042,57.53911000000001
12336_27043,105.59168999999999
12336_27044,40.67441
12336_27045,245.61724000000004
12336_27046,416.96360000000004
12336_27047,682.6894000000002
12336_27048,50.67453999999999
12336_27050,127.14878999999998
12336_27051,261.04217
12336_27052,122.11799
12336_27053,147.96884
12336_27054,241.63732999999996
12337_26944,12.3998
12337_26945,79.77835999999999
12337_26947,141.02288
12337_26949,21.9388
12337_26950,86.43694
12337_26951,588.22813
12337_26952,66.40685
12337_26953,562.53299
12337_26954,508.9318
12337_26955,1766.4821999999995
12337_26956,742.8882799999998
12337_26957,155.09977999999998
12337_26958,170.76639999999995
12337_26959,19.23226
12337_26961,866.1149699999999
12337_26962,1556.3677299999997
12337_26963,797.6882000000003
12337_26964,212.17072000000005
12337_26967,3.47395
12337_26968,3.46119
12337_26973,32.89857000000001
12337_26981,27.24088
12337_26982,94.5305
12337_26983,85.49402
12337_26996,26.215819999999997
12337_26998,10.46504
12337_26999,5.936579999999999
12337_27003,118.69267999999998
12337_27017,168.90604000000002
12337_27025,70.45689999999999
12337_27026,123.44018
12337_27027,83.73387
12337_27028,308.96756
12337_27029,683.3646700000002
12337_27030,949.9301700000002
12337_27031,2100.28922
12337_27032,351.82507999999996
12337_27033,72.72955
12337_27034,25.324350000000003
12337_27035,78.57951
12337_27036,99.92222000000002
12337_27037,124.21702999999998
12337_27038,215.22225999999995
12337_27039,543.0097800000001
12337_27040,145.30319
12337_27043,60.57179
12337_27044,14.80991
12337_27045,30.20693
12337_27046,451.7451
12337_27047,116.5451
12337_27048,47.2851
12337_27049,210.28851000000006
12337_27050,51.15235
12337_27051,61.44299
12338_26944,9.198070000000001
12338_26946,22.36439
12338_26947,58.14305
12338_26948,4.30936
12338_26950,143.50938
12338_26951,573.7389700000001
12338_26952,119.79741999999999
12338_26953,602.5427000000002
12338_26954,137.61549
12338_26955,880.1093900000002
12338_26956,669.1002500000001
12338_26960,12.80423
12338_26961,284.30883
12338_26962,308.9189
12338_26963,23.32676
12338_26964,47.85492
12338_26973,53.26124
12338_26974,104.00497000000001
12338_26980,374.23553
12338_26981,77.10014
12338_26982,19.70288
12338_26992,12.44415
12338_26996,5.8895
12338_26997,5.81687
12338_26998,13.611339999999998
12338_26999,25.79432
12338_27017,9.456
12338_27025,7.47089
12338_27026,259.65968999999996
12338_27027,351.25736000000006
12338_27028,169.46977999999996
12338_27029,686.1502999999996
12338_27030,507.9951000000001
12338_27031,387.8937699999999
12338_27032,180.69535000000005
12338_27033,406.61554
12338_27034,64.95362999999999
12338_27035,68.79441
12338_27036,59.03829
12338_27037,183.93966999999998
12338_27038,156.13801
12338_27039,61.29289000000001
12338_27040,21.15253
12338_27043,347.73967999999996
12338_27044,20.73193
12338_27045,112.9869
12338_27046,1476.4534000000003
12338_27047,446.7799
12338_27048,248.60516999999993
12338_27049,26.35888
12339_26942,23.5409
12339_26946,89.27721000000003
12339_26947,599.0328099999999
12339_26948,280.10098
12339_26949,624.5786199999999
12339_26950,2227.819309999999
12339_26951,1088.4235599999997
12339_26952,141.31788000000003
12339_26953,74.16399
12339_26954,15.67874
12339_26955,276.54812
12339_26956,101.40416000000002
12339_26958,302.10246
12339_26959,99.92561
12339_26960,71.88122
12339_26965,413.7474500000002
12339_26966,7.8421199999999995
12339_26968,21.25117
12339_26969,148.97726
12339_26971,116.27809
12339_26972,15.10439
12339_26973,5.62254
12339_26974,439.94015
12339_26977,5.24844
12339_26980,222.24970999999996
12339_26990,16.42983
12339_26991,37.72511
12339_26992,36.061310000000006
12339_27015,32.31079
12339_27016,156.39454999999998
12339_27017,132.32666999999998
12339_27018,345.1903
12339_27025,169.47896999999998
12339_27032,20.87508
12339_27033,90.54010999999998
12339_27035,33.541329999999995
12339_27036,17.02328
12339_27037,6.02121
12339_27043,45.956880000000005
12339_27044,180.04826
12339_27045,123.30714999999998
12339_27046,781.8316000000001
12339_27047,705.71153
12340_26942,12.1445
12340_26943,367.4220600000001
12340_26944,871.9498600000003
12340_26946,25.929699999999997
12340_26947,333.86291
12340_26948,510.8654999999999
12340_26949,736.05564
12340_26950,828.7247199999999
12340_26951,27.29782
12340_26954,112.32869000000001
12340_26957,46.154560000000004
12340_26958,28.52874
12340_26959,120.00413
12340_26960,280.4051799999999
12340_26971,5.0618300000000005
12340_26973,7.6258
12340_26974,6.65516
12340_26975,178.9364
12340_26976,118.03604999999999
12340_26977,84.05093
12340_26989,118.68809
12340_26990,43.45093
12340_27016,610.77491
12340_27017,109.79533
12340_27024,341.82040999999987
12340_27025,37.28481
12340_27034,22.06032
12340_27040,6.82032
12340_27042,941.1366499999998
12340_27043,1356.7072399999997
12340_27044,3115.2117
12340_27045,1005.1974999999998
12340_27046,44.414100000000005
12340_27047,20.5935
12341_26941,14.9359
12341_26942,16.63221
12341_26943,504.2982
12341_26944,82.7136
12341_26945,7.03728
12341_26946,15.14249
12341_26947,239.83291999999997
12341_26949,42.74172
12341_26950,496.87537000000003
12341_26951,103.25741
12341_26955,44.725570000000005
12341_26956,1049.8938699999999
12341_26957,673.54168
12341_26960,6.04335
12341_26973,27.479239999999997
12341_26974,15.95879
12341_26979,45.18343
12341_26980,109.08143
12341_26987,25.11018
12341_26988,10.24549
12341_26989,30.010170000000002
12341_26994,61.5241
12341_27002,7.9798800000000005
12341_27003,16.66981
12341_27015,8.24292
12341_27016,146.62028
12341_27017,14.9471
12341_27040,220.89155000000002
12341_27041,60.91497000000001
12341_27042,64.44725000000001
12341_27043,842.7439999999999
12341_27044,3326.6812999999997
12341_27045,1468.5487999999996
12341_27046,105.91479999999999
12341_27047,55.32548
12341_27053,83.43491
12341_27054,41.75857
12342_26937,83.1203
12342_26938,442.041
12342_26939,188.27389999999997
12342_26940,865.9523600000002
12342_26941,1004.9147699999997
12342_26942,171.52073
12342_26943,314.38074000000006
12342_26944,248.33915000000005
12342_26945,157.83511000000001
12342_26946,293.39952999999997
12342_26947,44.59211
12342_26948,1340.4902199999995
12342_26949,482.80200999999994
12342_26950,847.5375100000001
12342_26951,475.15369999999996
12342_26952,133.83250999999998
12342_26953,48.248200000000004
12342_26954,65.01089999999999
12342_26955,171.81139999999996
12342_26956,3029.990800000001
12342_26957,3328.659599999999
12342_26958,525.389
12342_26960,20.70797
12342_26961,69.04044999999999
12342_26962,4.12999
12342_26963,22.174750000000003
12342_26965,9.41245
12342_26976,11.967809999999998
12342_26977,17.92561
12342_26978,11.2518
12342_26979,1395.8584499999993
12342_26980,395.99494
12342_27003,7.9392
12342_27016,400.19755999999995
12342_27040,252.96733
12342_27041,122.01702
12342_27042,839.9440099999999
12342_27043,1124.6860999999997
12342_27044,829.3437000000001
12342_27045,555.3439
12342_27046,28.1005
12342_27053,166.10156
12343_26921,36.54298
12343_26922,47.922999999999995
12343_26932,29.875120000000003
12343_26933,35.05349
12343_26934,279.64299
12343_26935,809.5169800000001
12343_26936,1360.5395999999996
12343_26937,961.6642999999999
12343_26938,1644.3418000000006
12343_26939,1186.9469000000006
12343_26940,139.5152
12343_26944,15.87036
12343_26945,548.8030199999998
12343_26946,195.44208999999998
12343_26947,461.47294
12343_26948,279.5687
12343_26949,221.47037999999998
12343_26950,585.6959999999999
12343_26951,947.0772
12343_26952,202.99346000000003
12343_26953,1330.9031999999997
12343_26954,818.954
12343_26955,15.1817
12343_26956,1283.661
12343_26957,1695.7326
12343_26958,556.9999000000001
12343_26962,43.37499
12343_26963,74.28332
12343_26974,2.96505
12343_26977,27.840500000000002
12343_26978,29.83517
12343_26979,125.38644
12343_26994,5.72009
12343_27002,45.02576
12343_27014,7.861219999999999
12343_27015,15.49607
12343_27016,106.34996
12343_27037,14.619409999999998
12343_27038,300.1111
12343_27039,255.04416000000006
12343_27040,425.0624699999999
12343_27041,617.57502
12343_27042,170.14418
12343_27043,133.67009
12343_27044,75.42280000000001
12343_27045,772.5179999999998
12343_27046,773.1146000000002
12343_27049,13.5207
12343_27051,36.54275
12343_27052,44.84397
12344_26932,482.6507
12344_26933,559.6630900000002
12344_26934,1083.0114199999994
12344_26935,514.2720999999999
12344_26936,146.5503
12344_26938,12.890999999999998
12344_26939,804.0711
12344_26940,889.9788000000002
12344_26941,241.03070000000002
12344_26943,358.94298
12344_26945,599.6381499999998
12344_26946,102.81419
12344_26947,164.25908
12344_26948,59.031699999999994
12344_26949,455.70642999999995
12344_26950,764.934
12344_26951,1619.2116999999998
12344_26952,952.1949000000001
12344_26954,16.653509999999997
12344_26955,602.4182000000001
12344_26956,422.54548
12344_26957,21.4344
12344_26959,37.070969999999996
12344_26960,14.5658
12344_26964,53.088290000000015
12344_26978,69.50323
12344_26979,22.55037
12344_26994,43.952510000000004
12344_26995,152.38854000000003
12344_26996,12.634419999999999
12344_27002,217.05185999999998
12344_27016,137.5941
12344_27036,48.549
12344_27037,150.47862
12344_27038,317.38608
12344_27039,320.9313800000001
12344_27040,60.26144
12344_27042,49.68271
12344_27043,30.81186
12344_27045,197.743
12344_27046,956.1247
12344_27047,184.81059999999997
12344_27048,1388.219
12344_27049,1841.106399999999
12344_27050,663.9203000000002
12345_26925,12.57249
12345_26930,11.468630000000001
12345_26931,97.3329
12345_26932,897.8365099999996
12345_26933,104.53777
12345_26935,383.0558000000001
12345_26936,74.33762
12345_26937,123.03979999999999
12345_26939,31.5632
12345_26940,1567.7024999999996
12345_26941,857.2270000000002
12345_26942,55.62123
12345_26943,73.48872999999999
12345_26944,55.09702
12345_26945,194.48108000000002
12345_26946,17.4682
12345_26947,802.1422900000003
12345_26948,259.97004999999996
12345_26949,232.27302999999995
12345_26950,443.90797
12345_26951,425.42620000000005
12345_26952,744.0394299999998
12345_26953,15.866179999999998
12345_26954,45.92581
12345_26955,132.16368
12345_26959,32.72619
12345_26960,30.26189
12345_26978,53.20973
12345_26980,7.5810699999999995
12345_26981,7.71863
12345_26982,77.60485
12345_26983,86.23116
12345_26984,10.13293
12345_26995,19.58287
12345_27021,7.05012
12345_27024,29.65453
12345_27025,176.20390000000003
12345_27035,37.45434
12345_27036,114.97554000000001
12345_27037,50.92794
12345_27038,189.47193
12345_27039,260.4353
12345_27040,30.50063
12345_27045,10.3068
12345_27046,317.3674000000001
12345_27047,454.7744999999999
12345_27048,624.1116000000002
12345_27049,1116.7576999999994
12346_26930,627.78944
12346_26931,1413.1365300000007
12346_26932,593.621
12346_26933,4.8074
12346_26935,7.55795
12346_26936,63.50855
12346_26937,170.66825
12346_26938,225.48814999999996
12346_26939,447.6823
12346_26940,1149.4058
12346_26941,2278.8517000000006
12346_26942,903.30316
12346_26943,566.7305
12346_26944,549.2712899999999
12346_26945,628.7584700000002
12346_26946,624.7894900000001
12346_26947,289.06703
12346_26948,161.16942999999998
12346_26949,76.72821
12346_26950,620.67277
12346_26951,696.8487700000001
12346_26952,463.47012000000007
12346_26953,47.76377
12346_26954,97.09948
12346_26957,3.60287
12346_26958,22.55918
12346_26959,16.43025
12346_26960,53.14613
12346_26961,77.01454000000001
12346_26962,234.88857000000004
12346_26963,5.26307
12346_26965,14.896149999999999
12346_26966,2.56235
12346_26978,232.04444999999996
12346_26980,22.61151
12346_26981,14.446380000000001
12346_27002,43.3175
12346_27013,14.236740000000001
12346_27015,164.40093
12346_27016,132.28119999999998
12346_27017,12.2647
12346_27025,75.58954
12346_27026,47.2181
12346_27036,169.34573
12346_27037,214.29977999999997
12346_27038,27.313869999999998
12346_27046,63.834849999999996
12346_27047,8.57647
12346_27048,342.97959
12346_27049,747.0900200000002
12347_26926,50.32001
12347_26927,93.45217
12347_26928,157.02494
12347_26929,817.9935300000001
12347_26930,508.78734000000003
12347_26931,412.01149999999996
12347_26936,1005.4768499999999
12347_26937,1578.0687999999998
12347_26938,1082.3399000000002
12347_26939,439.27349999999996
12347_26940,1003.6791999999998
12347_26941,1664.9621999999997
12347_26942,934.7521700000004
12347_26943,970.4032199999998
12347_26944,330.4114
12347_26945,1271.0193000000004
12347_26946,2064.9120000000003
12347_26947,588.46837
12347_26948,1235.6112700000003
12347_26949,100.0301
12347_26950,239.15900000000005
12347_26951,363.96724999999986
12347_26952,799.0717599999999
12347_26953,61.797250000000005
12347_26956,7.22381
12347_26958,50.144510000000004
12347_26959,14.22528
12347_26960,250.24542000000002
12347_26962,160.65962000000002
12347_26963,26.71885
12347_26994,60.02189
12347_27002,158.27890000000002
12347_27011,116.15893
12347_27012,88.88568
12347_27013,141.85333
12347_27014,17.63947
12347_27015,1300.05868
12347_27016,949.7688999999999
12347_27017,237.46450000000002
12347_27018,397.4893
12347_27020,71.03814
