no,grid_code
12312_27005,55.5283284057971
12312_27007,73.69275942028986
12312_27009,54.016685507246365
12312_27011,33.816176811594204
12312_27014,21.663172463768117
12313_26984,33.427051014492754
12313_26987,13.726108260869564
12313_26991,38.292775362318835
12313_26996,19.518486521739135
12313_27000,36.64557768115942
12313_27001,65.69788695652174
12313_27007,50.84443913043478
12313_27009,33.67064434782609
12313_27010,36.720905797101445
12313_27014,23.70447391304348
12314_26994,16.651087971014494
12314_26998,35.49799130434783
12314_27000,65.07504811594204
12314_27004,69.33563188405799
12314_27008,30.249768405797106
12314_27009,23.637867971014494
12314_27011,33.286218840579714
12315_26987,20.74018347826087
12315_26988,11.265600000000001
12315_26991,53.56291884057972
12315_26997,33.69331130434782
12315_27005,32.478132173913046
12315_27008,22.138567826086955
12316_26989,13.12361884057971
12316_26991,43.67957246376812
12316_26993,29.017791449275364
12316_26995,21.95518260869565
12316_26997,39.52953217391305
12316_27006,24.828326376811596
12316_27008,17.77738695652174
12316_27011,14.643802898550724
12317_26989,11.086095652173913
12317_27000,1585.393608405797
12317_27006,17.51156724637681
12317_27009,10.16800652173913
12318_26989,11.775882608695653
12318_26991,29.963794202898555
12318_26998,334.32823768115946
12318_27000,524.1805510144927
12318_27010,8.478282608695654
12318_27012,9.267321449275363
12319_26988,18.343363768115942
12319_26992,41.72580869565218
12319_27003,16.079847101449275
12319_27006,8.93511304347826
12320_26989,25.700833333333335
12320_26990,35.0745468115942
12320_27001,70.58155797101449
12320_27006,8.900907101449276
12320_27008,5.303936231884059
12320_27010,6.268342028985508
12321_26990,37.10923304347826
12321_26996,63.60551971014494
12321_26998,52.41196956521739
12321_27007,6.060992753623189
12321_27008,5.304602898550725
12322_26998,40.1182
12322_27003,17.495536144927538
12322_27004,20.793498550724642
12322_27005,21.072954202898554
12323_26988,22.074873913043476
12323_26993,166.61793463768115
12323_27006,14.76293652173913
12324_26995,45.97177391304348
12324_27004,59.072647826086964
12324_27006,18.742342463768118
12325_26990,30.675836666666672
12325_26995,25.228478260869565
12325_27002,37.694796956521735
12325_27004,56.52630724637682
12326_26994,24.233579130434784
12326_26995,18.846226086956523
12326_26997,20.16124043478261
12326_26998,22.199227536231888
12326_26999,25.723006956521743
12326_27000,50.07568695652174
12326_27005,46.645028115942026
12326_27006,28.402725217391307
12327_27001,101.12996231884058
12327_27005,57.69573608695652
12328_26991,17.69704347826087
12329_27004,26.140027536231884
12329_27005,21.60623043478261
12330_27005,23.72636811594203
12331_26997,38.38563768115943
12331_27002,78.30209768115942
12331_27003,41.366154101449276
12332_26992,13.291592753623188
12332_26994,15.918668985507246
12332_26995,18.464439130434783
12332_27004,29.629015942028982
12333_26991,11.044520289855072
12333_26997,22.888497101449275
12333_26999,37.2751001594203
12333_27003,40.42751562318841
12334_26994,19.617927536231882
12334_26996,34.389560869565216
12334_26997,29.822195942028983
12335_26990,6.980336811594203
12335_26992,24.757113043478263
12335_26997,39.52723768115942
12335_27000,13.714824057971015
12335_27002,24.044154202898554
12336_26989,9.511533333333333
12336_26992,19.815776811594205
12336_27002,22.245079420289855
12336_27006,7.404254637681159
12337_26988,10.278371014492754
12337_26991,20.16377971014493
12337_26992,21.83138695652174
12338_26992,34.894776811594205
12338_26994,10.654680869565217
12339_26988,26.45566231884058
12339_26990,31.756768695652177
12339_26993,14.204134492753624
12339_26998,9.478233333333332
12339_27003,7.612889855072465
12340_26991,10.977275362318842
12340_26995,8.181791304347826
12340_26997,4.602418840579711
12340_27004,6.390466666666667
12341_26985,16.520821739130437
12341_26988,33.114863768115946
12341_26992,6.405260869565217
12341_26993,9.265566231884058
12341_26996,4.675000724637682
12341_26999,3.9959673043478268
12341_27005,5.279604927536232
12342_26985,15.747239130434783
12342_26995,8.741636231884058
12342_27000,5.659301449275363
12342_27001,9.957456521739132
12342_27006,9.007469565217392
12343_26987,11.791157971014492
12343_26988,11.832173913043478
12343_26992,14.954584057971015
12343_26996,10.483292753623191
12343_26997,5.811911594202898
12343_27003,13.91876475362319
12343_27004,6.256473913043479
12344_26989,10.139652173913042
12344_26990,10.940778260869566
12344_26993,21.543329855072464
12344_26998,5.313559666666667
12344_27002,24.08624492753623
12344_27005,8.815844927536233
12345_26991,11.117895652173914
12345_26998,5.652200000000001
12345_26999,7.634012478260869
12345_27001,15.325113043478261
12345_27004,7.076447826086957
12346_26990,11.671946376811594
12346_26991,12.962747826086957
12346_26992,15.720334782608697
12346_26997,5.321171014492754
12346_26998,5.368326811594203
12347_26993,33.65911260869566
12347_26995,26.062153623188408
12347_26997,5.321837681159421
12347_27001,17.274102898550726
12347_27003,14.093446811594204
12347_27004,10.426405797101449
12348_26974,43.08880681159421
12348_26975,35.831988405797105
12348_26984,19.49329188405797
12348_26987,15.658871884057971
12348_26988,23.723098550724636
12348_26991,42.39357391304348
12348_26996,19.490617971014498
12348_27003,17.010712057971016
12349_26972,24.846213043478265
12349_26977,22.30387104347826
12349_26995,17.506010144927536
12349_27000,11.577635942028987
12349_27002,23.958272463768118
12349_27005,15.601133913043478
12350_26981,49.78027871014493
12350_26985,27.183581159420292
12351_26973,27.15350724637681
12351_26976,17.716802898550725
12351_26984,48.43115043478261
12351_26986,30.671049999999997
12351_26989,56.6633427536232
12351_26992,35.6145
12351_26993,31.2874447826087
12351_26999,24.288149449275362
12351_27002,46.05811739130435
12352_26974,27.674865652173914
12352_26976,20.699194202898553
12352_26979,41.381776811594214
12352_26986,48.993887391304355
12352_26988,42.417795652173915
12352_26992,59.91358550724638
12352_26999,25.0234755942029
12352_27005,134.81276565217394
12353_26974,44.83289144927537
12353_26976,28.399626086956527
12353_26990,148.66859130434784
12353_26996,183.11684449275361
12353_26998,25.075360869565216
12353_27003,541.1593674782608
12354_26972,161.49871014492754
12354_26976,30.603808695652177
12354_26979,33.23492463768116
12354_26981,360.08235575362323
12354_26986,78.96654231884058
12354_26987,139.30371811594205
12354_26994,317.5376582608696
12354_26998,65.71807536231884
12354_27002,162.56282028985507
12354_27004,351.040484057971
12355_26975,49.848850724637686
12355_26978,30.19091304347826
12355_26980,48.526079710144934
12355_26986,224.89466536231885
12355_26997,1207.7247814492755
12355_27002,194.9057872463768
12355_27004,797.2437101449276
12356_26970,445.4074289855073
12356_26977,68.52036149275362
12356_26981,78.27557985507246
12356_26982,173.645415942029
12356_26985,291.9072449275362
12356_26992,1267.7280130434783
12356_27000,86.8531615942029
12356_27005,220.8328324637681
12357_26974,700.162329710145
12357_26980,42.777801594202906
12357_26991,191.0786407246377
12357_26994,415.07737782608706
12357_26996,540.7278457971014
12357_27000,71.04281884057971
12357_27003,719.5192509855071
12358_26969,27.963208550724637
12358_26974,546.8127386956521
12358_26979,51.221443478260866
12358_26984,52.38192724637682
12358_26989,297.3808811594203
12359_26991,1949.3921978260873
12359_26993,903.9454714492753
12359_27006,509.33632724637687
12360_26977,80.08102286956522
12360_26983,84.45185710144929
12360_26989,69.94093333333333
12360_26991,1742.4952297101452
12360_26994,1003.7341118840579
12360_26996,244.1110611594203
12360_26997,45.87940782608696
12360_27001,333.0351898550725
12361_26960,24.513644927536234
12361_26961,21.207335362318844
12361_26962,34.34304057971014
12361_26964,85.06005420289856
12361_26965,82.06726594202898
12361_26966,42.373169565217395
12361_26967,41.86999855072464
12361_26968,65.80011999999999
12361_26969,162.9333043478261
12361_26970,183.98225797101452
12361_26971,77.72312086956522
12361_26972,147.83318217391306
12361_26973,329.0875101449276
12361_26974,471.1992301449275
12361_26982,301.3432985507246
12361_26983,367.6302753623189
12361_26986,42.37736463768117
12361_26988,49.18171942028986
12361_26992,1654.1052401449276
12361_26998,282.231868115942
12361_26999,191.39109930434782
12361_27001,522.2550115942029
12361_27046,95.71474927536232
12361_27047,73.3015811884058
12361_27048,140.386315942029
12361_27049,184.14411739130438
12361_27050,243.44015478260866
12361_27051,146.70163188405797
12361_27052,66.20611884057972
12361_27053,39.18748173913043
12362_26958,25.101131884057974
12362_26959,41.309274289855075
12362_26960,30.699513043478262
12362_26961,36.84222347826087
12362_26962,95.1971843478261
12362_26963,230.56991159420292
12362_26964,248.67653768115943
12362_26965,77.25104724637681
12362_26966,46.54889652173913
12362_26967,62.65314391304348
12362_26968,229.83888144927536
12362_26969,428.8294079710145
12362_26970,241.10361565217394
12362_26971,60.46156014492753
12362_26972,73.16007391304349
12362_26973,178.72574782608697
12362_26974,423.08955217391303
12362_26979,270.07938260869565
12362_26981,648.3514053623189
12362_26984,514.3551553623188
12362_26993,2408.5860956521738
12362_27001,893.2697579710147
12362_27002,1862.1938791304349
12362_27006,362.70803724637676
12362_27045,126.85328260869566
12362_27046,182.92599855072464
12362_27047,171.74597457971015
12362_27048,232.76995942028987
12362_27049,506.5949311594203
12362_27050,821.5870669565218
12362_27051,323.9116333333333
12362_27052,114.36685304347827
12362_27053,65.27116202898551
12362_27054,47.15734637681159
12362_27055,44.25569710144927
12363_26957,19.073133333333335
12363_26958,48.490217391304355
12363_26959,89.15466698550725
12363_26960,46.984891304347826
12363_26961,61.216144637681154
12363_26962,167.0021979710145
12363_26963,546.7695746376812
12363_26964,385.1379692753623
12363_26965,59.79688086956523
12363_26966,36.51468811594203
12363_26967,50.056833043478264
12363_26968,207.37354217391308
12363_26969,282.18733565217394
12363_26970,113.60864347826089
12363_26971,45.89631753623189
12363_26972,61.62120231884059
12363_26973,145.1313947826087
12363_26974,250.2174255072464
12363_26975,56.465018550724636
12363_26980,707.3344310144928
12363_26981,430.5757298550725
12363_26984,234.3948391304348
12363_26989,526.7899269565218
12363_26993,1372.9728360869567
12363_27000,458.57840536231885
12363_27004,2603.8104130434785
12363_27041,55.34184304347827
12363_27042,43.410553623188406
12363_27044,196.01240144927536
12363_27045,618.3685202898552
12363_27046,746.0368553623189
12363_27047,276.3277104057971
12363_27048,222.4940811594203
12363_27049,270.7711386956522
12363_27050,386.27008188405796
12363_27051,255.12412173913046
12363_27052,156.73404057971015
12363_27053,71.25168043478261
12363_27054,58.49029304347827
12363_27055,53.14750159420291
12364_26957,28.341200000000004
12364_26958,47.00942028985507
12364_26959,105.9159273768116
12364_26960,114.25929855072464
12364_26961,100.9973391304348
12364_26962,143.67032000000003
12364_26963,495.1361285507246
12364_26964,285.5514230434783
12364_26965,43.43438898550725
12364_26966,31.334849130434783
12364_26967,40.94096072463768
12364_26968,112.82237927536232
12364_26969,205.25638724637685
12364_26970,108.47804434782608
12364_26971,61.833932753623195
12364_26972,89.65118623188407
12364_26973,152.11005898550727
12364_26974,125.3036379710145
12364_26975,45.44012173913044
12364_26976,32.97756521739131
12364_26979,301.03430579710147
12364_26989,473.2805171014493
12364_26990,455.7849488405798
12364_26992,780.426903768116
12364_27003,1819.0805487246378
12364_27040,63.147112173913044
12364_27041,68.26993985507247
12364_27042,77.00373623188408
12364_27043,170.0893047826087
12364_27044,423.86816130434784
12364_27045,1097.4609942028987
12364_27046,882.9315855072464
12364_27047,210.82271765217394
12364_27048,149.0793507246377
12364_27049,105.47062608695651
12364_27050,101.12019405797102
12364_27051,132.655115942029
12364_27052,140.7855884057971
12364_27053,76.18365449275363
12364_27054,66.15867695652173
12364_27055,48.84837869565217
12364_27056,31.748476521739136
12365_26956,46.467102898550735
12365_26957,38.013392753623194
12365_26958,40.760092173913044
12365_26959,79.21080811594203
12365_26960,233.3987910144928
12365_26961,526.4775886956523
12365_26962,273.0987220289855
12365_26963,187.6098298550725
12365_26964,97.64255420289854
12365_26965,37.18157652173913
12365_26966,36.65829333333333
12365_26967,46.439473913043486
12365_26968,111.73218898550726
12365_26969,312.6259049275362
12365_26970,167.82488057971017
12365_26971,85.20657739130435
12365_26972,104.33743565217392
12365_26973,88.66137594202898
12365_26974,63.814595913043476
12365_26975,42.73553913043479
12365_26976,49.91696521739131
12365_26977,77.13523436231884
12365_26981,37.354151753623185
12365_26989,343.17917710144934
12365_26994,655.2027263768116
12365_26997,928.3048985507246
12365_26998,5887.086707246377
12365_27000,12593.969360579711
12365_27038,118.4653623188406
12365_27039,87.0217927536232
12365_27040,110.1095288405797
12365_27041,89.00196159420291
12365_27042,142.98841014492757
12365_27043,285.25016369565213
12365_27044,380.1340142028986
12365_27045,598.0605246376812
12365_27046,360.43924130434783
12365_27047,189.0286824347826
12365_27048,173.86370579710146
12365_27049,82.61274
12365_27050,62.24043971014493
12365_27051,83.82424057971014
12365_27052,124.56032898550724
12365_27053,115.5748904347826
12365_27054,83.08561057971016
12365_27055,44.60325608695652
12365_27056,48.19572536231884
12365_27057,21.907826086956522
12366_26956,103.78249101449276
12366_26957,75.13153188405798
12366_26958,57.35666797101449
12366_26959,60.15003231884059
12366_26960,253.6472779710145
12366_26961,775.8168939130436
12366_26962,681.9221424637682
12366_26963,147.53264028985507
12366_26964,65.00627608695652
12366_26965,71.99239072463769
12366_26966,70.65665043478262
12366_26967,49.44185710144928
12366_26968,62.24337173913044
12366_26969,127.02543884057972
12366_26970,85.1221704347826
12366_26971,80.39901652173914
12366_26972,94.50422536231883
12366_26973,64.4947311594203
12366_26974,44.805298724637694
12366_26975,39.80540840579711
12366_26976,47.64259275362319
12366_26977,71.49376508695654
12366_26978,46.0882547826087
12366_26980,32.952510144927544
12366_26988,203.32065826086958
12366_26996,811.4953578260871
12366_27007,699.7937565217392
12366_27035,120.32906231884058
12366_27036,88.96129420289856
12366_27037,88.87054405797102
12366_27038,175.9829223188406
12366_27039,228.33710492753625
12366_27040,300.22546840579713
12366_27041,294.93804202898554
12366_27042,467.20906739130436
12366_27043,703.4992249855073
12366_27044,385.9894428985507
12366_27045,362.6814144927536
12366_27046,187.73238260869567
12366_27047,108.59013749275363
12366_27048,107.70055115942029
12366_27049,61.645196811594204
12366_27050,53.00173666666667
12366_27051,60.64514086956522
12366_27052,80.99878260869566
12366_27053,76.69546463768117
12366_27054,60.39299855072464
12366_27055,39.35609855072464
12366_27056,35.80398173913045
12366_27057,22.845753623188404
12367_26940,49.53079173913044
12367_26941,44.494082608695656
12367_26942,55.68672463768116
12367_26943,59.520454782608695
12367_26944,47.770083043478266
12367_26947,121.15984927536232
12367_26948,71.9305884057971
12367_26949,71.06821913043478
12367_26950,56.10612014492754
12367_26951,35.788805072463774
12367_26956,96.47618985507248
12367_26957,120.82695217391307
12367_26958,120.6312
12367_26959,63.59795711594203
12367_26960,133.64271710144928
12367_26961,387.5967139130436
12367_26962,560.3462273913044
12367_26963,314.1379250724638
12367_26964,162.88151347826087
12367_26965,381.8774308695653
12367_26966,306.40037130434786
12367_26967,60.09320956521739
12367_26968,41.78653623188406
12367_26969,41.67355014492753
12367_26970,50.9619315942029
12367_26971,93.87954536231885
12367_26972,99.0599927536232
12367_26973,70.5881539130435
12367_26974,45.34086085507247
12367_26975,43.92728260869565
12367_26976,46.66926811594203
12367_26977,50.697721826086955
12367_26978,38.62016666666667
12367_26979,36.06470144927537
12367_26980,51.70674927536232
12367_26990,419.32334739130437
12367_26991,254.39674739130433
12367_26992,329.0162233333333
12367_26997,256.91017449275364
12367_27002,12125.163384637683
12367_27006,1017.5848128985508
12367_27008,454.55028811594207
12367_27010,653.3074550724637
12367_27034,108.31095869565219
12367_27035,159.0806446376812
12367_27036,149.0949315942029
12367_27037,124.56188362318841
12367_27038,209.87292536231885
12367_27039,256.99168260869567
12367_27040,359.9884043478261
12367_27041,703.1083820289855
12367_27042,604.5255330434784
12367_27043,472.7770897971014
12367_27044,275.54313768115946
12367_27045,230.07206376811592
12367_27046,109.30913710144928
12367_27047,61.63872523188406
12367_27048,60.31095797101449
12367_27049,51.81562550724639
12367_27050,52.96726231884058
12367_27051,48.164262898550724
12367_27052,38.856389855072464
12367_27053,35.90550956521739
12367_27054,34.72919057971015
12367_27055,34.937665942028985
12367_27056,36.50969115942029
12367_27057,17.8283115942029
12368_26940,50.02069724637681
12368_26941,50.11437565217392
12368_26942,59.503129275362326
12368_26943,74.95822014492754
12368_26944,60.93405652173914
12368_26947,281.19867623188406
12368_26948,163.8941675362319
12368_26949,116.47877681159422
12368_26950,94.00387739130436
12368_26951,71.3030347826087
12368_26952,38.16542084057971
12368_26955,35.48352946376813
12368_26956,64.65344492753623
12368_26957,78.25958695652174
12368_26958,160.64665739130436
12368_26959,163.24424571014495
12368_26960,87.30745246376813
12368_26961,116.9141368115942
12368_26962,357.5186010144928
12368_26963,395.5382782608696
12368_26964,360.3096872463768
12368_26965,488.2376500000001
12368_26966,283.90381376811587
12368_26967,64.06215217391305
12368_26968,41.68586333333333
12368_26969,34.607355072463776
12368_26970,38.16865188405797
12368_26971,63.85724376811594
12368_26972,78.8317631884058
12368_26973,67.12048898550725
12368_26974,55.126314927536235
12368_26975,59.008407246376805
12368_26976,58.74727768115943
12368_26977,60.59782844927537
12368_26978,39.226338695652174
12368_26979,40.40100869565217
12368_26980,46.75325521739131
12368_26981,23.226970521739133
12368_26983,36.76565
12368_27005,453.0939556521739
12368_27006,463.0676746376812
12368_27034,94.63833666666666
12368_27035,129.16111884057972
12368_27036,207.06823768115942
12368_27037,215.6218543478261
12368_27038,214.92414869565218
12368_27039,220.14575130434787
12368_27040,398.3086888405798
12368_27041,560.6780330434783
12368_27042,383.7137304347827
12368_27043,171.5966828985507
12368_27044,168.56303855072463
12368_27045,131.26721014492753
12368_27046,57.37851623188406
12368_27047,51.85159095652175
12368_27048,52.8419420289855
12368_27049,47.59459420289855
12368_27050,44.29586307246377
12368_27051,34.19250608695653
12368_27052,30.23138
12368_27053,33.425289855072464
12368_27054,39.585542753623194
12368_27055,34.68307971014493
12368_27056,31.111831884057974
12368_27057,28.43884057971015
12368_27058,47.81429855072464
12369_26941,46.1003231884058
12369_26942,50.75984869565218
12369_26943,75.80778608695653
12369_26944,69.88975217391305
12369_26945,58.32044927536232
12369_26946,95.42287811594204
12369_26947,625.3654585507246
12369_26948,1030.381052173913
12369_26949,321.73046521739127
12369_26950,116.7646507246377
12369_26951,102.18783797101449
12369_26952,82.28758739130434
12369_26953,55.027366666666666
12369_26954,49.631615942028986
12369_26955,59.65043546376811
12369_26956,67.04454492753624
12369_26957,63.34026028985508
12369_26958,187.58089101449275
12369_26959,341.08801327536236
12369_26960,287.30165782608697
12369_26961,350.3074382608696
12369_26962,552.8517805797102
12369_26963,633.4580736231884
12369_26964,1846.1860581159422
12369_26965,976.654960289855
12369_26966,242.1099171014493
12369_26967,65.32869275362319
12369_26968,44.787224927536236
12369_26969,40.11971594202899
12369_26970,37.67907753623189
12369_26971,41.438940289855076
12369_26972,60.276237826086955
12369_26973,100.35334217391306
12369_26974,141.05881026086956
12369_26975,129.79401739130438
12369_26976,78.91529420289855
12369_26977,60.81073666666666
12369_26978,40.462642608695646
12369_26979,39.19784811594204
12369_26980,39.26855826086957
12369_26981,36.43832617391305
12369_26982,31.39769565217392
12369_26984,100.52055289855072
12369_26985,186.91235971014495
12369_26986,133.10616739130438
12369_26988,86.24854782608696
12369_26990,408.9762082608695
12369_26992,406.74283913043485
12369_26998,6160.930050724638
12369_27002,2270.576124782609
12369_27010,674.3657637681159
12369_27034,102.1308611594203
12369_27035,125.42743695652175
12369_27036,267.62462376811595
12369_27037,256.12229405797103
12369_27038,176.93468782608699
12369_27039,278.14026130434786
12369_27040,352.4429455072464
12369_27041,261.7570410144928
12369_27042,125.32766492753625
12369_27043,66.96316633333333
12369_27044,102.7241727536232
12369_27045,116.97691289855072
12369_27046,107.29286115942028
12369_27047,57.074494753623185
12369_27048,41.63547246376812
12369_27049,37.74574347826088
12369_27050,28.171592028985515
12369_27051,26.400152463768116
12369_27052,30.994581159420292
12369_27053,37.22745376811594
12369_27054,43.05260144927536
12369_27055,40.70780579710145
12369_27056,34.76118188405797
12369_27057,34.92335304347826
12369_27058,47.81076202898551
12370_26942,40.37557855072464
12370_26943,70.05905855072464
12370_26944,87.82486753623189
12370_26945,77.27054811594203
12370_26946,102.72199014492753
12370_26947,773.0065907246377
12370_26948,3515.366598695652
12370_26949,1480.5358230434786
12370_26950,451.3248353623188
12370_26951,572.2315005797102
12370_26952,237.89082802898554
12370_26953,89.43405086956523
12370_26954,80.24731391304348
12370_26955,81.82422649275364
12370_26956,82.09612014492754
12370_26957,80.66341101449275
12370_26958,147.59849304347827
12370_26959,380.15323913043477
12370_26960,749.3473205797102
12370_26961,980.0387904347828
12370_26962,890.0256842028987
12370_26963,1274.0222163768115
12370_26964,1052.7966301449276
12370_26965,669.0023715942029
12370_26966,351.1747492753623
12370_26967,140.49135942028985
12370_26968,54.288409275362326
12370_26969,73.39134637681161
12370_26970,81.69585362318841
12370_26971,49.68133782608695
12370_26972,87.85465231884058
12370_26973,233.229021884058
12370_26974,422.6094489565218
12370_26975,390.4421262318841
12370_26976,106.67700086956522
12370_26977,54.579423347826086
12370_26978,43.58117869565218
12370_26979,41.46195565217391
12370_26980,40.17117536231884
12370_26981,43.92528736231884
12370_26982,43.27277681159421
12370_26988,126.34356463768114
12370_26993,756.1566198550724
12370_26997,2466.278631884058
12370_27009,909.7188220289855
12370_27018,87.97303057971014
12370_27019,40.03172130434783
12370_27033,108.13604463768115
12370_27034,164.85211739130435
12370_27035,132.15251768115942
12370_27036,218.23193579710147
12370_27037,215.17403478260871
12370_27038,240.6464694202899
12370_27039,473.31842724637687
12370_27040,385.9984475362319
12370_27041,153.1399802898551
12370_27042,105.88698318840581
12370_27043,103.5427575362319
12370_27044,190.90438463768118
12370_27045,165.2111750724638
12370_27046,89.9167727536232
12370_27047,41.99041526086957
12370_27048,32.91169275362319
12370_27049,32.40299855072464
12370_27050,31.252052173913047
12370_27051,32.96467826086957
12370_27052,34.704513043478265
12370_27053,38.607084927536235
12370_27054,44.08628956521739
12370_27055,50.29579434782609
12370_27056,47.514252463768116
12370_27057,66.4817
12370_27058,60.07810434782609
12371_26941,27.879594202898552
12371_26942,41.711843478260874
12371_26943,61.736726521739136
12371_26944,105.34534681159423
12371_26945,121.81923202898551
12371_26946,130.8342923188406
12371_26947,365.03962347826086
12371_26948,1705.9385971014494
12371_26949,1979.4650643478262
12371_26950,2796.3065007246378
12371_26951,1006.200621884058
12371_26952,289.8429415942029
12371_26953,110.64267217391304
12371_26954,131.23699594202898
12371_26955,179.17513730434786
12371_26956,135.01894144927536
12371_26957,106.12120521739132
12371_26958,139.3818927536232
12371_26959,324.9180531449275
12371_26960,729.8764875362319
12371_26961,784.4953550724638
12371_26962,728.2547043478262
12371_26963,1009.7124217391306
12371_26964,1207.6035994202898
12371_26965,829.73974942029
12371_26966,362.0363914492754
12371_26967,183.43298739130432
